Age,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,OverTime,PerformanceRating,RelationshipSatisfaction,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsWithCurrManager
45,No,Travel_Rarely,974,1,4,996,4,Female,3,1,Laboratory Technician,4,Divorced,No,3,4,2,3,5,2
50,No,Travel_Rarely,1126,1,2,997,4,Male,3,4,Research Director,4,Divorced,No,4,3,1,2,5,3
33,No,Travel_Frequently,827,1,4,998,3,Female,4,2,Healthcare Representative,2,Married,Yes,3,1,2,3,6,2
41,No,Travel_Frequently,840,9,3,999,1,Male,3,5,Research Director,3,Divorced,No,3,2,2,4,18,11
27,No,Travel_Rarely,1134,16,4,1001,3,Female,3,1,Laboratory Technician,2,Married,No,3,2,2,3,2,2
45,No,Non-Travel,248,23,2,1002,4,Male,3,2,Laboratory Technician,1,Married,Yes,3,3,2,3,9,8
47,No,Travel_Rarely,955,4,2,1003,4,Female,3,2,Sales Executive,4,Single,Yes,3,3,0,3,9,7
30,Yes,Travel_Rarely,138,22,3,1004,1,Female,3,1,Research Scientist,3,Married,Yes,3,2,2,3,5,1
50,No,Travel_Rarely,939,24,3,1005,4,Male,3,4,Manufacturing Director,3,Married,Yes,3,4,2,3,12,5
38,No,Travel_Frequently,1391,10,1,1006,3,Male,3,1,Research Scientist,3,Married,No,3,2,0,2,2,2
46,No,Travel_Rarely,566,7,2,1007,4,Male,3,3,Manufacturing Director,3,Divorced,No,3,2,3,3,8,7
24,No,Travel_Rarely,1206,17,1,1009,4,Female,2,2,Manufacturing Director,3,Divorced,No,3,2,6,3,4,2
35,Yes,Travel_Rarely,622,14,4,1010,3,Male,2,1,Laboratory Technician,2,Divorced,Yes,4,4,2,1,4,2
31,No,Travel_Frequently,853,1,1,1011,3,Female,3,2,Manufacturing Director,1,Married,No,3,3,1,3,4,3
18,No,Non-Travel,287,5,2,1012,2,Male,3,1,Research Scientist,4,Single,No,3,4,2,3,0,0
54,No,Travel_Rarely,1441,17,3,1013,3,Female,3,3,Manufacturing Director,3,Married,No,3,3,2,3,10,8
35,No,Travel_Rarely,583,25,4,1014,3,Female,3,3,Healthcare Representative,3,Divorced,Yes,3,3,3,2,16,1
30,No,Travel_Rarely,153,8,2,1015,2,Female,4,3,Research Director,1,Married,Yes,3,3,4,2,8,7
20,Yes,Travel_Rarely,1097,11,3,1016,4,Female,2,1,Research Scientist,1,Single,Yes,3,1,2,3,1,0
30,Yes,Travel_Frequently,109,5,3,1017,2,Female,3,1,Laboratory Technician,2,Single,No,3,1,3,3,3,2
26,No,Travel_Rarely,1066,2,2,1018,4,Male,4,2,Manufacturing Director,4,Married,No,3,2,2,3,8,3
22,No,Travel_Rarely,217,8,1,1019,2,Male,1,1,Laboratory Technician,1,Married,No,3,1,3,2,4,1
48,No,Travel_Rarely,277,6,3,1022,1,Male,2,2,Healthcare Representative,3,Single,No,3,4,0,3,2,2
48,No,Travel_Rarely,1355,4,4,1024,3,Male,2,3,Healthcare Representative,3,Single,No,3,2,3,3,15,8
41,No,Travel_Rarely,549,7,2,1025,4,Female,3,2,Manufacturing Director,3,Single,No,3,2,6,3,2,1
39,No,Travel_Rarely,466,1,1,1026,4,Female,2,4,Manufacturing Director,4,Married,No,3,3,3,3,21,8
27,No,Travel_Rarely,1055,2,4,1027,1,Female,3,2,Manufacturing Director,4,Married,No,3,2,2,3,3,2
35,No,Travel_Rarely,802,10,3,1028,2,Male,3,1,Laboratory Technician,4,Divorced,No,4,1,4,2,3,2
42,No,Travel_Rarely,265,5,2,1029,4,Male,3,5,Manager,3,Married,No,3,2,3,4,1,0
50,No,Travel_Rarely,804,9,3,1030,1,Male,3,1,Laboratory Technician,4,Married,No,3,2,5,3,1,0
59,No,Travel_Rarely,715,2,3,1032,3,Female,2,4,Manufacturing Director,4,Single,Yes,3,1,4,3,5,3
37,Yes,Travel_Rarely,1141,11,2,1033,1,Female,1,2,Healthcare Representative,2,Married,No,3,1,2,1,1,0
55,No,Travel_Frequently,135,18,4,1034,3,Male,3,2,Healthcare Representative,2,Married,Yes,3,4,3,3,8,7
41,No,Non-Travel,247,7,1,1035,2,Female,1,5,Research Director,3,Divorced,No,4,2,3,3,21,10
38,No,Travel_Rarely,1035,3,4,1036,2,Male,3,2,Sales Executive,4,Single,Yes,3,3,1,3,1,0
26,Yes,Non-Travel,265,29,2,1037,2,Male,1,2,Sales Executive,1,Single,No,3,4,6,3,2,2
52,Yes,Travel_Rarely,266,2,1,1038,1,Female,1,5,Manager,4,Married,No,3,4,3,3,32,9
44,No,Travel_Rarely,1448,28,3,1039,4,Female,4,4,Sales Executive,4,Married,Yes,3,3,2,3,12,11
50,No,Non-Travel,145,1,3,1040,4,Female,3,2,Sales Executive,3,Married,No,3,1,3,3,18,13
36,Yes,Travel_Rarely,885,16,4,1042,3,Female,4,1,Laboratory Technician,1,Single,No,3,3,1,3,17,14
39,No,Travel_Frequently,945,22,3,1043,4,Female,3,3,Manufacturing Director,1,Single,Yes,3,3,2,3,21,8
33,No,Non-Travel,1038,8,1,1044,2,Female,2,1,Sales Representative,4,Single,No,3,4,2,2,2,2
45,No,Travel_Rarely,1234,11,2,1045,4,Female,3,4,Manager,4,Married,No,3,2,4,4,9,1
32,No,Non-Travel,1109,29,4,1046,4,Female,3,1,Laboratory Technician,3,Single,No,3,2,2,3,8,7
34,No,Travel_Rarely,216,1,4,1047,2,Male,4,2,Sales Executive,4,Divorced,No,3,4,2,2,15,9
59,No,Travel_Rarely,1089,1,2,1048,2,Male,3,3,Manager,4,Married,Yes,3,3,1,1,6,4
45,No,Travel_Rarely,788,24,4,1049,2,Male,3,1,Human Resources,2,Single,No,3,1,3,3,6,4
53,No,Travel_Frequently,124,2,3,1050,3,Female,2,3,Sales Executive,2,Married,No,3,1,2,3,15,12
36,Yes,Travel_Rarely,660,15,3,1052,1,Male,3,2,Laboratory Technician,3,Divorced,No,3,2,3,2,1,0
26,Yes,Travel_Frequently,342,2,3,1053,1,Male,3,1,Research Scientist,1,Married,Yes,3,2,2,3,3,2
34,No,Travel_Rarely,1333,10,4,1055,3,Female,3,1,Sales Representative,3,Married,Yes,3,4,2,3,1,0
28,No,Travel_Rarely,1144,10,1,1056,4,Male,3,1,Sales Representative,2,Married,No,4,2,5,3,1,0
38,No,Travel_Frequently,1186,3,4,1060,3,Male,3,1,Research Scientist,3,Married,No,3,1,2,3,2,2
50,No,Travel_Rarely,1464,2,4,1061,2,Male,3,5,Research Director,3,Married,Yes,3,4,2,2,8,7
37,No,Travel_Rarely,124,3,3,1062,4,Female,3,2,Healthcare Representative,2,Single,No,3,1,3,2,4,1
40,No,Travel_Rarely,300,26,3,1066,3,Male,3,2,Sales Executive,1,Married,No,3,2,3,2,7,5
26,No,Travel_Frequently,921,1,1,1068,1,Female,2,1,Research Scientist,3,Divorced,No,3,3,5,3,5,3
46,No,Travel_Rarely,430,1,4,1069,4,Male,3,5,Research Director,4,Divorced,No,3,4,0,3,2,2
54,No,Travel_Rarely,1082,2,4,1070,3,Female,2,3,Sales Executive,3,Married,No,3,2,4,3,9,0
56,No,Travel_Frequently,1240,9,3,1071,1,Female,3,1,Research Scientist,3,Married,No,3,2,4,3,5,3
36,No,Travel_Rarely,796,12,5,1073,4,Female,2,3,Manufacturing Director,4,Single,No,3,2,2,2,14,8
55,No,Non-Travel,444,2,1,1074,3,Male,2,4,Manager,1,Single,No,3,2,3,4,9,2
43,No,Travel_Rarely,415,25,3,1076,3,Male,2,3,Sales Executive,4,Divorced,No,3,3,5,3,1,0
20,Yes,Travel_Frequently,769,9,3,1077,4,Female,3,1,Sales Representative,4,Single,Yes,3,2,3,3,2,2
21,Yes,Travel_Rarely,1334,10,3,1079,3,Female,2,1,Laboratory Technician,1,Single,No,3,1,6,2,1,0
46,No,Travel_Rarely,1003,8,4,1080,4,Female,2,2,Research Scientist,1,Divorced,Yes,4,1,2,3,16,7
51,Yes,Travel_Rarely,1323,4,4,1081,1,Male,3,1,Research Scientist,3,Married,Yes,3,3,2,4,10,7
28,Yes,Non-Travel,1366,24,2,1082,2,Male,2,3,Healthcare Representative,1,Single,No,3,1,2,2,10,9
26,No,Travel_Rarely,192,1,2,1083,1,Male,2,1,Laboratory Technician,1,Married,No,3,1,2,3,5,3
30,No,Travel_Rarely,1176,20,3,1084,3,Male,3,2,Manufacturing Director,1,Married,No,3,3,1,2,6,2
41,No,Travel_Rarely,509,7,2,1085,2,Female,4,1,Research Scientist,3,Married,No,3,3,3,3,10,8
38,No,Travel_Rarely,330,17,1,1088,3,Female,2,3,Healthcare Representative,3,Married,No,3,1,4,2,19,9
40,No,Travel_Rarely,1492,20,4,1092,1,Male,3,3,Healthcare Representative,4,Married,No,4,4,6,3,11,1
27,No,Non-Travel,1277,8,5,1094,1,Male,1,1,Laboratory Technician,3,Married,No,3,4,4,3,3,2
55,No,Travel_Frequently,1091,2,1,1096,4,Male,3,3,Manufacturing Director,2,Married,No,3,2,4,3,3,2
28,No,Travel_Rarely,857,10,3,1097,3,Female,3,2,Research Scientist,3,Single,No,3,4,4,4,8,7
44,Yes,Travel_Rarely,1376,1,2,1098,2,Male,2,3,Human Resources,1,Married,No,3,4,1,3,20,6
33,No,Travel_Rarely,654,5,3,1099,4,Male,2,3,Healthcare Representative,4,Divorced,No,3,3,2,3,3,2
35,Yes,Travel_Rarely,1204,4,3,1100,4,Male,3,3,Sales Executive,1,Single,Yes,4,1,2,3,8,7
33,Yes,Travel_Frequently,827,29,4,1101,1,Female,2,2,Research Scientist,3,Single,No,4,2,4,3,13,8
28,No,Travel_Rarely,895,15,2,1102,1,Male,3,1,Laboratory Technician,3,Divorced,No,3,4,5,2,4,2
34,No,Travel_Frequently,618,3,1,1103,1,Male,3,2,Healthcare Representative,4,Single,No,3,3,1,2,6,4
37,No,Travel_Rarely,309,10,4,1105,4,Female,2,2,Sales Executive,4,Divorced,Yes,3,3,5,3,1,0
25,Yes,Travel_Rarely,1219,4,1,1106,4,Male,3,1,Laboratory Technician,4,Married,Yes,3,2,3,4,7,6
26,Yes,Travel_Rarely,1330,21,3,1107,1,Male,3,1,Laboratory Technician,3,Divorced,No,4,3,0,2,1,0
33,Yes,Travel_Rarely,1017,25,3,1108,1,Male,2,1,Research Scientist,2,Single,Yes,4,2,0,3,2,2
42,No,Travel_Rarely,469,2,2,1109,4,Male,3,4,Manager,1,Married,No,3,4,3,3,22,7
28,Yes,Travel_Frequently,1009,1,3,1111,1,Male,2,1,Laboratory Technician,2,Divorced,No,3,1,2,3,1,0
50,Yes,Travel_Frequently,959,1,4,1113,4,Male,3,2,Sales Executive,3,Single,Yes,3,4,4,3,0,0
33,No,Travel_Frequently,970,7,3,1114,4,Female,3,2,Sales Executive,2,Married,No,3,3,3,3,3,2
34,No,Non-Travel,697,3,4,1115,3,Male,2,1,Research Scientist,4,Married,No,3,4,2,3,0,0
48,No,Non-Travel,1262,1,4,1116,1,Male,4,4,Manager,4,Single,No,4,3,3,2,5,1
45,No,Non-Travel,1050,9,4,1117,2,Female,2,2,Sales Executive,3,Married,No,3,4,2,3,15,12
52,No,Travel_Rarely,994,7,4,1118,2,Male,3,3,Healthcare Representative,2,Single,No,3,4,4,3,8,0
38,No,Travel_Rarely,770,10,4,1119,3,Male,2,3,Sales Executive,3,Divorced,Yes,3,2,2,3,8,7
29,No,Travel_Rarely,1107,28,4,1120,3,Female,3,1,Research Scientist,4,Divorced,No,4,1,1,3,7,7
28,No,Travel_Rarely,950,3,3,1121,4,Female,3,3,Manufacturing Director,2,Divorced,No,3,2,3,2,9,7
46,No,Travel_Rarely,406,3,1,1124,1,Male,3,4,Manager,3,Married,No,3,4,3,3,12,9
38,No,Travel_Rarely,130,2,2,1125,4,Male,3,3,Sales Executive,2,Single,No,3,3,2,3,1,0
43,No,Travel_Frequently,1082,27,3,1126,3,Female,3,3,Manufacturing Director,1,Married,No,3,3,1,3,8,1
39,Yes,Travel_Frequently,203,2,3,1127,1,Male,3,4,Healthcare Representative,4,Divorced,No,3,4,4,3,18,5
40,No,Travel_Rarely,1308,14,3,1128,3,Male,2,5,Research Director,3,Single,No,3,1,2,4,20,9
21,No,Travel_Rarely,984,1,1,1131,4,Female,2,1,Research Scientist,2,Single,Yes,3,3,6,4,2,2
39,No,Non-Travel,439,9,3,1132,3,Male,3,2,Laboratory Technician,2,Single,No,3,3,2,2,5,3
36,No,Non-Travel,217,18,4,1133,1,Male,3,2,Manufacturing Director,4,Single,No,4,1,0,3,11,9
31,No,Travel_Frequently,793,20,3,1135,3,Male,4,1,Sales Representative,4,Married,No,3,1,4,3,2,2
28,No,Travel_Rarely,1451,2,1,1136,1,Male,2,1,Research Scientist,2,Married,No,3,1,2,1,5,4
35,No,Travel_Frequently,1182,11,2,1137,4,Male,3,2,Sales Executive,4,Divorced,No,3,4,3,3,5,2
49,No,Travel_Rarely,174,8,4,1138,4,Male,2,4,Sales Executive,2,Married,No,3,2,3,3,9,3
34,No,Travel_Frequently,1003,2,2,1140,4,Male,3,2,Manufacturing Director,3,Single,No,3,4,3,2,3,2
29,No,Travel_Frequently,490,10,3,1143,4,Female,3,1,Research Scientist,2,Divorced,No,3,4,2,2,7,1
42,No,Travel_Rarely,188,29,3,1148,2,Male,1,2,Laboratory Technician,4,Single,No,3,1,3,3,1,0
29,No,Travel_Rarely,718,8,1,1150,2,Male,2,2,Manufacturing Director,4,Married,Yes,3,3,2,2,10,2
38,No,Travel_Rarely,433,1,3,1152,3,Male,4,1,Human Resources,3,Married,No,3,4,2,4,7,0
28,No,Travel_Frequently,773,6,3,1154,3,Male,2,1,Research Scientist,3,Divorced,Yes,3,4,2,3,3,2
18,Yes,Non-Travel,247,8,1,1156,3,Male,3,1,Laboratory Technician,3,Single,No,3,4,0,3,0,0
33,Yes,Travel_Rarely,603,9,4,1157,1,Female,3,2,Sales Executive,1,Single,Yes,3,1,3,3,5,3
41,No,Travel_Rarely,167,12,4,1158,2,Male,3,1,Laboratory Technician,4,Married,Yes,3,1,4,3,1,0
31,Yes,Travel_Frequently,874,15,3,1160,3,Male,3,1,Laboratory Technician,3,Married,No,3,3,5,2,2,2
37,No,Travel_Rarely,367,25,2,1161,3,Female,2,2,Healthcare Representative,4,Divorced,No,3,3,2,3,6,3
27,No,Travel_Rarely,199,6,3,1162,4,Male,2,1,Research Scientist,3,Married,No,3,3,0,3,4,2
34,No,Travel_Rarely,1400,9,1,1163,2,Female,3,2,Sales Executive,3,Married,No,4,1,3,2,6,3
35,No,Travel_Rarely,528,8,4,1164,3,Male,3,1,Human Resources,3,Single,No,3,2,2,1,5,4
29,Yes,Travel_Rarely,408,23,1,1165,4,Female,2,3,Sales Executive,1,Married,No,3,1,3,1,11,10
40,No,Travel_Frequently,593,9,4,1166,2,Female,3,3,Research Director,3,Single,No,3,3,3,2,18,13
42,Yes,Travel_Frequently,481,12,3,1167,3,Male,3,4,Sales Executive,1,Single,Yes,3,2,2,2,21,14
42,No,Travel_Rarely,647,4,4,1171,2,Male,3,2,Sales Executive,1,Single,No,3,4,3,4,6,5
35,No,Travel_Rarely,982,1,4,1172,4,Male,2,1,Laboratory Technician,3,Married,No,3,2,2,3,8,7
24,No,Travel_Rarely,477,24,3,1173,4,Male,3,1,Laboratory Technician,2,Single,No,4,4,2,3,4,2
28,Yes,Travel_Rarely,1485,12,1,1175,3,Female,3,1,Laboratory Technician,4,Married,Yes,3,4,4,2,1,0
26,No,Travel_Rarely,1384,3,4,1177,1,Male,4,1,Laboratory Technician,4,Married,No,4,2,2,3,8,7
30,No,Travel_Rarely,852,10,3,1179,3,Male,2,2,Sales Executive,3,Married,No,3,1,3,3,10,4
40,No,Travel_Frequently,902,26,2,1180,3,Female,2,2,Research Scientist,4,Married,Yes,3,4,3,1,1,0
35,No,Travel_Rarely,819,2,3,1182,3,Male,2,3,Manufacturing Director,2,Divorced,No,3,2,2,4,7,4
34,No,Travel_Frequently,669,1,3,1184,4,Male,2,2,Healthcare Representative,1,Single,No,4,3,3,3,13,9
35,No,Travel_Frequently,636,4,4,1185,4,Male,2,1,Laboratory Technician,4,Married,No,3,2,2,4,2,2
43,Yes,Travel_Rarely,1372,9,3,1188,1,Female,1,2,Sales Executive,3,Single,No,3,2,2,2,4,3
32,No,Non-Travel,862,2,1,1190,3,Female,3,1,Sales Representative,1,Divorced,No,3,3,3,3,1,0
56,No,Travel_Rarely,718,4,4,1191,4,Female,3,5,Manager,1,Divorced,No,3,4,2,3,5,2
29,No,Travel_Rarely,1401,6,1,1192,2,Female,3,1,Laboratory Technician,4,Married,No,3,1,5,3,10,8
19,No,Travel_Rarely,645,9,2,1193,3,Male,3,1,Research Scientist,1,Single,No,4,3,4,3,1,0
45,No,Travel_Rarely,1457,7,3,1195,1,Female,3,1,Research Scientist,3,Married,Yes,3,3,2,2,3,2
37,No,Travel_Rarely,977,1,3,1196,4,Female,2,2,Manufacturing Director,4,Married,No,3,2,2,2,14,11
20,No,Travel_Rarely,805,3,3,1198,1,Male,2,1,Laboratory Technician,3,Single,No,3,1,2,2,2,2
44,Yes,Travel_Rarely,1097,10,4,1200,3,Male,3,1,Research Scientist,3,Single,Yes,3,3,4,3,6,2
53,No,Travel_Rarely,1223,7,2,1201,4,Female,3,5,Manager,3,Divorced,No,3,2,6,3,7,7
29,No,Travel_Rarely,942,15,1,1202,2,Female,1,1,Research Scientist,4,Married,Yes,3,1,2,2,5,3
22,Yes,Travel_Frequently,1256,3,4,1203,3,Male,2,1,Research Scientist,4,Married,Yes,3,2,5,3,0,0
46,No,Travel_Rarely,1402,2,3,1204,3,Female,3,4,Manager,1,Married,No,4,1,2,3,26,9
44,No,Non-Travel,111,17,3,1206,4,Male,1,1,Research Scientist,3,Single,No,3,4,3,3,0,0
33,No,Travel_Rarely,147,2,3,1207,2,Male,3,1,Human Resources,3,Married,No,3,4,2,3,5,4
41,Yes,Non-Travel,906,5,2,1210,1,Male,2,1,Research Scientist,1,Divorced,No,3,1,2,1,1,0
30,No,Travel_Rarely,1329,29,4,1211,3,Male,3,2,Sales Executive,1,Divorced,No,3,3,3,3,4,3
40,No,Travel_Frequently,1184,2,4,1212,2,Male,3,2,Sales Executive,2,Married,No,3,4,2,3,0,0
50,No,Travel_Frequently,1421,2,3,1215,4,Female,3,4,Manager,1,Married,No,4,3,3,3,2,2
28,No,Travel_Rarely,1179,19,4,1216,4,Male,2,1,Laboratory Technician,1,Married,No,3,3,2,3,6,3
46,No,Travel_Rarely,1450,15,2,1217,4,Male,3,5,Research Director,2,Married,No,3,1,2,3,4,3
35,No,Travel_Rarely,1361,17,4,1218,3,Male,3,2,Sales Executive,1,Married,Yes,3,4,2,3,7,7
24,Yes,Travel_Rarely,984,17,2,1219,4,Female,3,1,Laboratory Technician,2,Married,No,3,1,3,1,1,0
33,No,Travel_Frequently,1146,25,3,1220,2,Female,3,2,Sales Executive,3,Married,No,3,1,3,2,10,1
36,No,Travel_Rarely,917,6,4,1221,3,Male,1,1,Laboratory Technician,3,Divorced,No,3,3,4,3,7,7
30,No,Travel_Rarely,853,7,4,1224,3,Male,3,2,Laboratory Technician,3,Divorced,No,3,1,4,2,10,9
44,No,Travel_Rarely,200,29,4,1225,4,Male,3,2,Research Scientist,4,Single,No,4,2,3,3,20,17
20,No,Travel_Rarely,654,21,3,1226,3,Male,4,1,Sales Representative,4,Single,No,3,4,2,3,2,2
46,No,Travel_Rarely,150,2,4,1228,4,Male,3,2,Manufacturing Director,4,Divorced,No,3,3,3,2,6,4
42,No,Non-Travel,179,2,5,1231,4,Male,4,2,Human Resources,1,Married,No,3,1,3,4,4,3
60,No,Travel_Rarely,696,7,4,1233,2,Male,4,2,Sales Executive,4,Divorced,Yes,3,2,3,3,11,9
32,No,Travel_Frequently,116,13,3,1234,3,Female,2,1,Laboratory Technician,2,Married,No,4,3,2,3,2,2
32,No,Travel_Frequently,1316,2,2,1235,4,Female,3,2,Research Scientist,3,Single,Yes,3,4,2,3,8,7
36,No,Travel_Rarely,363,1,3,1237,3,Female,1,3,Manufacturing Director,1,Divorced,Yes,4,3,2,3,7,7
33,No,Travel_Rarely,117,9,3,1238,1,Male,3,1,Research Scientist,4,Married,No,3,2,5,3,14,10
40,No,Travel_Rarely,107,10,3,1239,2,Female,2,2,Sales Executive,2,Divorced,No,3,2,2,4,5,3
25,No,Travel_Rarely,1356,10,4,1240,3,Male,3,2,Sales Executive,4,Single,No,3,2,4,3,4,1
30,No,Travel_Rarely,1465,1,3,1241,4,Male,3,1,Research Scientist,2,Married,Yes,4,1,2,3,11,7
42,No,Travel_Frequently,458,26,5,1242,1,Female,3,3,Research Director,1,Married,Yes,3,3,6,3,1,0
35,No,Non-Travel,1212,8,2,1243,3,Female,2,3,Sales Executive,4,Married,Yes,3,2,6,2,13,12
27,No,Travel_Rarely,1103,14,3,1244,1,Male,3,1,Research Scientist,1,Married,Yes,3,4,3,2,9,8
54,No,Travel_Frequently,966,1,4,1245,4,Female,3,3,Manufacturing Director,3,Divorced,No,3,1,2,1,5,4
44,No,Travel_Rarely,1117,2,1,1246,1,Female,4,1,Research Scientist,4,Married,No,3,4,5,3,10,7
19,Yes,Non-Travel,504,10,3,1248,1,Female,2,1,Research Scientist,2,Single,Yes,4,2,2,4,1,0
29,No,Travel_Rarely,1010,1,3,1249,1,Female,3,1,Research Scientist,4,Divorced,No,3,1,5,3,3,2
54,No,Travel_Rarely,685,3,3,1250,4,Male,3,4,Research Director,4,Married,No,3,1,2,3,10,9
31,No,Travel_Rarely,1332,11,2,1251,3,Male,3,2,Healthcare Representative,1,Married,Yes,3,4,2,2,6,1
31,No,Travel_Rarely,1062,24,3,1252,3,Female,2,2,Healthcare Representative,1,Single,No,3,2,2,3,10,8
59,No,Travel_Rarely,326,3,3,1254,3,Female,2,2,Sales Executive,4,Single,No,3,4,2,3,6,5
43,No,Travel_Rarely,920,3,3,1255,3,Male,1,5,Research Director,4,Married,No,3,2,2,3,8,7
49,No,Travel_Rarely,1098,4,2,1256,1,Male,2,5,Manager,3,Married,No,3,3,2,4,1,0
36,No,Travel_Frequently,469,3,3,1257,3,Male,3,1,Research Scientist,2,Married,No,3,3,2,2,11,7
48,No,Travel_Rarely,969,2,2,1258,4,Male,4,1,Laboratory Technician,2,Single,No,3,3,4,2,1,0
27,No,Travel_Rarely,1167,4,2,1259,1,Male,3,1,Research Scientist,3,Divorced,No,3,2,2,3,5,3
29,No,Travel_Rarely,1329,7,3,1260,3,Male,3,2,Healthcare Representative,4,Divorced,Yes,3,2,2,3,6,0
48,No,Travel_Rarely,715,1,3,1263,4,Male,2,5,Research Director,4,Single,No,3,3,3,4,1,0
29,No,Travel_Rarely,694,1,3,1264,4,Female,2,4,Research Director,4,Divorced,No,3,2,2,2,7,7
34,No,Travel_Rarely,1320,20,3,1265,3,Female,4,1,Research Scientist,3,Married,No,3,4,5,2,1,0
44,No,Travel_Rarely,1099,5,3,1267,2,Male,3,5,Manager,2,Married,No,3,3,5,3,22,10
33,No,Travel_Rarely,536,10,5,1268,4,Male,4,3,Sales Executive,3,Divorced,Yes,3,4,3,3,9,8
19,No,Travel_Rarely,265,25,3,1269,2,Female,4,1,Research Scientist,4,Single,Yes,3,4,2,3,1,1
23,No,Travel_Rarely,373,1,2,1270,4,Male,3,1,Research Scientist,3,Married,No,4,4,2,3,1,1
25,Yes,Travel_Frequently,599,24,1,1273,3,Male,1,1,Sales Representative,4,Single,Yes,3,4,4,3,1,0
26,No,Travel_Rarely,583,4,2,1275,3,Male,3,1,Research Scientist,4,Single,Yes,4,2,2,2,8,2
45,Yes,Travel_Rarely,1449,2,3,1277,1,Female,1,5,Manager,2,Single,Yes,3,1,2,3,24,11
55,No,Non-Travel,177,8,1,1278,4,Male,2,4,Healthcare Representative,2,Divorced,Yes,3,4,3,3,33,0
21,Yes,Travel_Frequently,251,10,2,1279,1,Female,2,1,Laboratory Technician,3,Single,No,4,3,2,1,2,2
46,No,Travel_Rarely,168,4,2,1280,4,Female,2,5,Manager,2,Married,No,3,3,2,3,11,8
34,No,Travel_Rarely,131,2,3,1281,3,Female,3,2,Sales Executive,1,Single,Yes,3,4,3,3,3,2
51,No,Travel_Frequently,237,9,3,1282,4,Male,3,5,Manager,2,Divorced,Yes,4,1,5,2,29,10
59,No,Travel_Rarely,1429,18,4,1283,4,Male,3,3,Manufacturing Director,4,Single,No,3,4,6,2,9,4
34,No,Travel_Frequently,135,19,3,1285,3,Female,3,2,Laboratory Technician,2,Divorced,No,3,3,2,4,11,10
28,No,Travel_Frequently,791,1,4,1286,4,Male,3,1,Laboratory Technician,3,Single,Yes,3,3,2,2,4,2
44,No,Travel_Rarely,1199,4,2,1288,3,Male,4,5,Manager,1,Divorced,No,3,4,4,2,25,13
34,No,Travel_Frequently,648,11,3,1289,3,Male,2,2,Human Resources,2,Married,No,3,4,5,4,10,8
35,No,Travel_Rarely,735,6,1,1291,3,Male,3,1,Research Scientist,3,Married,Yes,3,4,3,3,3,2
42,No,Travel_Rarely,603,7,4,1292,2,Female,4,2,Research Scientist,2,Married,Yes,3,4,2,3,1,0
43,No,Travel_Rarely,531,4,4,1293,4,Female,2,3,Sales Executive,4,Single,No,3,4,3,4,21,17
36,No,Travel_Rarely,429,2,4,1294,3,Female,3,2,Manufacturing Director,2,Single,Yes,3,4,2,3,16,12
44,Yes,Travel_Rarely,621,15,3,1295,1,Female,3,3,Healthcare Representative,4,Married,No,3,4,2,3,10,5
28,No,Travel_Frequently,193,2,3,1296,4,Male,2,1,Laboratory Technician,4,Married,Yes,3,2,2,3,2,2
51,No,Travel_Frequently,968,6,2,1297,2,Female,2,1,Laboratory Technician,3,Single,No,3,2,6,2,7,7
30,No,Non-Travel,879,9,2,1298,3,Female,3,2,Manufacturing Director,3,Single,Yes,3,3,3,3,8,7
29,Yes,Travel_Rarely,806,7,3,1299,2,Female,3,1,Laboratory Technician,3,Divorced,Yes,3,1,2,3,7,7
28,No,Travel_Rarely,640,1,3,1301,4,Male,3,1,Research Scientist,1,Single,No,3,2,2,2,3,2
25,No,Travel_Rarely,266,1,3,1303,4,Female,3,1,Research Scientist,2,Single,No,3,4,3,2,2,1
32,No,Travel_Rarely,604,8,3,1304,3,Male,4,2,Sales Executive,4,Married,No,3,3,4,4,10,8
45,No,Travel_Frequently,364,25,3,1306,2,Female,3,5,Manager,2,Single,No,4,3,4,3,0,0
39,No,Travel_Rarely,412,13,4,1307,3,Female,2,4,Manager,2,Divorced,Yes,3,4,4,3,19,2
58,No,Travel_Rarely,848,23,4,1308,1,Male,3,1,Research Scientist,3,Divorced,No,3,4,3,3,2,2
32,Yes,Travel_Rarely,1089,7,2,1309,4,Male,3,2,Laboratory Technician,3,Married,No,3,1,3,3,10,1
39,Yes,Travel_Rarely,360,23,3,1310,3,Male,3,1,Research Scientist,1,Single,No,3,1,2,3,5,3
30,No,Travel_Rarely,1138,6,3,1311,1,Female,2,2,Laboratory Technician,4,Married,No,3,1,6,3,9,7
36,No,Travel_Rarely,325,10,4,1312,4,Female,3,3,Healthcare Representative,3,Married,No,3,1,0,3,7,7
46,No,Travel_Rarely,991,1,2,1314,4,Female,3,1,Human Resources,1,Single,No,3,3,3,4,7,7
28,No,Non-Travel,1476,1,3,1315,3,Female,1,2,Laboratory Technician,4,Married,No,3,1,6,3,9,5
50,No,Travel_Rarely,1322,28,3,1317,4,Female,3,4,Research Director,1,Married,Yes,3,2,2,3,3,2
40,Yes,Travel_Rarely,299,25,4,1318,4,Male,2,3,Sales Executive,2,Single,Yes,3,3,2,3,5,0
